timestamp,mass
1547138160.0,44900.0
1547138760.0,39200.0
1547139300.0,43350.0
1547139660.0,43950.0
1547139900.0,41650.0
1549778940.0,44800.0
1549779000.0,43850.0
1549779240.0,43850.0
1549780140.0,44650.0
1549780380.0,44000.0
1549780920.0,44300.0
1549781340.0,44750.0
1549781460.0,44350.0
1549782120.0,43900.0
1549782360.0,42000.0
1549782600.0,42550.0
1549782840.0,43950.0
1549782960.0,43600.0
1549783800.0,43050.0
1549784460.0,43000.0
1549784700.0,42350.0
1549784940.0,43600.0
1549785240.0,42850.0
1549786020.0,42850.0
1549786440.0,42050.0
1549786800.0,41800.0
1549786980.0,43700.0
1549787340.0,41950.0
1549787700.0,44550.0
1549788120.0,31350.0
1549788240.0,43900.0
1549788360.0,42650.0
1549789140.0,44500.0
1549789440.0,43100.0
1549789500.0,44000.0
1549789860.0,43950.0
1549789980.0,43800.0
1549790040.0,41700.0
1549790220.0,44750.0
1549790460.0,44500.0
1549790700.0,42800.0
1549791060.0,43200.0
1549791420.0,42450.0
1549791600.0,44000.0
1549791720.0,44500.0
1549792020.0,44050.0
1549792140.0,44700.0
1549792320.0,43500.0
1549792620.0,44300.0
1549793040.0,42800.0
1549793280.0,44500.0
1549793460.0,42800.0
1549793820.0,44850.0
1549793880.0,42700.0
1549794060.0,43150.0
1549794300.0,6600.0
1549794480.0,31250.0
1549794900.0,44250.0
1549795260.0,42300.0
1549795740.0,44300.0
1549796280.0,43500.0
1549796400.0,43750.0
1549796520.0,43550.0
1549796880.0,44950.0
1549797420.0,44500.0
1549797660.0,44550.0
1549797840.0,42750.0
1549798020.0,43250.0
1549798140.0,44800.0
1549798440.0,42000.0
1549798680.0,42950.0
1549798860.0,41400.0
1549800120.0,42350.0
1549800300.0,32600.0
1549800480.0,42300.0
1549800660.0,43900.0
1549800840.0,43300.0
1549801920.0,43450.0
1549802160.0,42100.0
1549802340.0,43700.0
1549802640.0,41900.0
1549802760.0,42100.0
1549803000.0,43600.0
1549803420.0,43350.0
1549803900.0,43600.0
1549804140.0,43800.0
1549804260.0,44450.0
1549804500.0,43600.0
1549804740.0,43700.0
1549804980.0,43700.0
1549805520.0,43850.0
1549805820.0,43200.0
1549806120.0,43450.0
1549806420.0,43450.0
1549806780.0,42500.0
1549807020.0,44150.0
1549807140.0,44300.0
1549807800.0,31700.0
1549808100.0,43750.0
1549808340.0,44200.0
1549808580.0,44100.0
1549808940.0,45450.0
1549809120.0,44700.0
1549809420.0,43550.0
1549809540.0,43700.0
1549809720.0,41500.0
1549809840.0,44200.0
1549810020.0,43900.0
1549810080.0,43700.0
1549810320.0,43500.0
1549810560.0,43600.0
1549810980.0,43350.0
1549811460.0,43950.0
1549811760.0,46650.0
1549812180.0,43700.0
1549812480.0,44250.0
1549812900.0,44050.0
1549813080.0,43750.0
1549813260.0,45200.0
1549813920.0,42950.0
1549814160.0,43550.0
1549814520.0,42650.0
1549814760.0,43600.0
1549814880.0,43800.0
1549816380.0,43700.0
1549816560.0,44650.0
1549816680.0,42600.0
1549816800.0,43750.0
1549817040.0,44050.0
1549817280.0,44950.0
1549817820.0,39500.0
1549819560.0,44050.0
1552198320.0,43500.0
1552198500.0,43400.0
1552199040.0,44950.0
1552199100.0,43000.0
1552199400.0,44250.0
1552200480.0,44750.0
1552200720.0,44500.0
1552200960.0,43400.0
1552201500.0,44000.0
1552201920.0,43700.0
1552202940.0,44500.0
1552203300.0,44100.0
1552203420.0,44400.0
1552203600.0,44850.0
1552204320.0,20150.0
1552204500.0,42250.0
1552204860.0,43250.0
1552205100.0,41350.0
1552205340.0,44650.0
1552205640.0,43300.0
1552205820.0,44150.0
1552205940.0,44250.0
1552206120.0,43150.0
1552206240.0,44200.0
1552206480.0,44750.0
1552206840.0,44400.0
1552207020.0,44450.0
1552207200.0,44200.0
1552207260.0,42350.0
1552207440.0,43000.0
1552207560.0,29350.0
1552207740.0,43150.0
1552207860.0,44950.0
1552208280.0,44500.0
1552208640.0,44500.0
1552208820.0,44950.0
1552209120.0,44750.0
1552209300.0,44300.0
1552209480.0,44150.0
1552209660.0,44800.0
1552209780.0,45050.0
1552209840.0,43000.0
1552209960.0,44250.0
1552210260.0,44250.0
1552210380.0,43650.0
1552210500.0,43900.0
1552210920.0,43000.0
1552211340.0,42050.0
1552211760.0,43650.0
1552211940.0,43700.0
1552212180.0,43250.0
1552212300.0,44200.0
1552212420.0,44300.0
1552212540.0,43100.0
1552212840.0,44300.0
1552212900.0,44450.0
1552213080.0,44050.0
1552213320.0,42650.0
1552213500.0,30500.0
1552213680.0,43450.0
1552214040.0,44950.0
1552214340.0,43150.0
1552214760.0,44550.0
1552214880.0,43250.0
1552216020.0,44550.0
1552216320.0,43800.0
1552216500.0,43850.0
1552216800.0,44500.0
1552217280.0,42700.0
1552217340.0,44600.0
1552217580.0,43300.0
1552217760.0,43800.0
1552217940.0,44250.0
1552218120.0,41900.0
1552218480.0,42850.0
1552218900.0,44200.0
1552219320.0,44150.0
1552219440.0,29450.0
1552220100.0,43450.0
1552220400.0,42200.0
1552220520.0,26300.0
1552220700.0,43400.0
1552220880.0,44000.0
1552221000.0,42900.0
1552221180.0,43500.0
1552221660.0,42300.0
1552221720.0,42700.0
1552221900.0,43950.0
1552222080.0,43150.0
1552222200.0,42650.0
1552222320.0,43850.0
1552222440.0,43000.0
1552222740.0,44100.0
1552222860.0,42350.0
1552223280.0,44200.0
1552223400.0,44000.0
1552223700.0,43300.0
1552224000.0,43400.0
1552224180.0,42800.0
1552224300.0,44100.0
1552224420.0,43800.0
1552225020.0,44450.0
1552225380.0,43950.0
1552225560.0,44350.0
1552225920.0,42100.0
1552226040.0,42800.0
1552226340.0,38750.0
1552226460.0,42850.0
1552226580.0,33400.0
1552226760.0,44200.0
1552226820.0,43150.0
1552227060.0,42650.0
1552227360.0,42850.0
1552227480.0,44500.0
1552227660.0,25150.0
1552227780.0,44650.0
1552227900.0,44200.0
1552228080.0,44150.0
1552228440.0,44100.0
1552228680.0,44050.0
1552229040.0,42750.0
1552229340.0,44400.0
1552229460.0,44050.0
1552229640.0,44750.0
1552229820.0,43450.0
1552230000.0,43800.0
1552230300.0,44800.0
1552230420.0,44300.0
1552230660.0,43400.0
1552230900.0,42750.0
1552231020.0,43500.0
1552231320.0,44200.0
1552231560.0,43300.0
1552231800.0,38000.0
1552231920.0,42000.0
1552232160.0,44300.0
1552232280.0,42860.0
1552232400.0,43600.0
1552232520.0,43050.0
1552232940.0,44600.0
1552233060.0,43450.0
1552233600.0,42650.0
1552234080.0,44500.0
1552234500.0,43400.0
1552234860.0,44550.0
1552235340.0,43200.0
1552235700.0,44100.0
1552236060.0,44150.0
1552236840.0,44400.0
1552236960.0,44000.0
1552238640.0,43600.0
1554876420.0,44100.0
1554876540.0,43950.0
1554876660.0,43750.0
1554876900.0,39000.0
1554877260.0,44450.0
1554877560.0,43250.0
1554877680.0,43300.0
1554878040.0,42900.0
1554878340.0,44200.0
1554879480.0,42850.0
1554879660.0,43800.0
1554879960.0,42950.0
1554880320.0,42600.0
1554880440.0,44550.0
1554880500.0,40500.0
1554880620.0,42450.0
1554880800.0,44500.0
1554880920.0,42150.0
1554881100.0,43700.0
1554881280.0,44050.0
1554881640.0,43350.0
1554881820.0,41800.0
1554882240.0,44550.0
1554882480.0,20400.0
1554882600.0,44150.0
1554882720.0,43000.0
1554882840.0,44950.0
1554883260.0,42250.0
1554883500.0,43150.0
1554883680.0,44000.0
1554883800.0,44400.0
1554883980.0,44100.0
1554884160.0,43800.0
1554884280.0,42950.0
1554884400.0,42550.0
1554884940.0,44700.0
1554885060.0,43950.0
1554885180.0,42050.0
1554885780.0,43600.0
1554885900.0,44000.0
1554886200.0,44100.0
1554886680.0,44400.0
1554887100.0,39650.0
1554887280.0,44350.0
1554887460.0,44150.0
1554887940.0,42550.0
1554888060.0,42600.0
1554888300.0,42950.0
1554888480.0,43700.0
1554888540.0,44000.0
1554888840.0,42900.0
1554889080.0,43750.0
1554889140.0,44050.0
1554889320.0,44300.0
1554889440.0,44450.0
1554889740.0,42100.0
1554890220.0,43400.0
1554890280.0,43950.0
1554890460.0,43650.0
1554890520.0,43100.0
1554890820.0,19900.0
1554890940.0,44550.0
1554891000.0,43450.0
1554891120.0,43900.0
1554891180.0,43060.0
1554891300.0,43800.0
1554891540.0,42650.0
1554891600.0,43000.0
1554891840.0,44250.0
1554892080.0,42900.0
1554892260.0,43800.0
1554892560.0,43050.0
1554892860.0,44200.0
1554892980.0,44200.0
1554893100.0,43350.0
1554893280.0,44000.0
1554893580.0,43300.0
1554893760.0,44000.0
1554894240.0,44400.0
1554894420.0,43200.0
1554894540.0,44400.0
1554894660.0,43800.0
1554894960.0,43750.0
1554895080.0,44100.0
1554896160.0,41850.0
1554896280.0,42800.0
1554897480.0,43200.0
1554898560.0,42750.0
1554898680.0,43700.0
1554899220.0,39950.0
1554899760.0,42800.0
1554899940.0,44150.0
1554900300.0,44200.0
1554900720.0,43550.0
1554901080.0,44450.0
1554901380.0,43150.0
1554901800.0,44700.0
1554902040.0,43700.0
1554902160.0,43550.0
1554902400.0,44400.0
1554902580.0,42400.0
1554903480.0,44850.0
1554904140.0,43850.0
1554904260.0,43700.0
1554904380.0,44900.0
1554904620.0,42450.0
1554904800.0,43450.0
1554904920.0,44450.0
1554905160.0,42000.0
1554905280.0,37700.0
1554905400.0,43600.0
1554905700.0,44000.0
1554905880.0,43550.0
1554906240.0,42900.0
1554906540.0,43600.0
1554906720.0,44200.0
1554906840.0,43600.0
1554907260.0,41700.0
1554907380.0,43050.0
1554907500.0,44150.0
1554907740.0,44700.0
1554908220.0,43900.0
1554908280.0,39800.0
1554908460.0,44700.0
1554908580.0,44600.0
1554908760.0,44250.0
1554909000.0,44100.0
1554909120.0,42800.0
1554909300.0,43500.0
1554909480.0,43150.0
1554909900.0,44750.0
1554910320.0,44950.0
1554910440.0,43500.0
1554910620.0,43200.0
1554910680.0,44550.0
1554911580.0,43750.0
1554911700.0,44300.0
1554911700.0,44550.0
1554911820.0,32049.999999999996
1554912000.0,43600.0
1554912120.0,44200.0
1554912300.0,42650.0
1554913260.0,43400.0
1554913800.0,42050.0
1554914340.0,44200.0
1554915420.0,30300.0
1554915960.0,44950.0
1554916620.0,44700.0
1562738940.0,43600.0
1562739420.0,43550.0
1562739540.0,43000.0
1562739960.0,43850.0
1562742840.0,43700.0
1562743560.0,44900.0
1562743920.0,43950.0
1562744400.0,43750.0
1562744820.0,43100.0
1562745720.0,43300.0
1562745780.0,26650.0
1562745960.0,44850.0
1562746260.0,42450.0
1562746740.0,43650.0
1562746980.0,43350.0
1562747280.0,44850.0
1562747520.0,43300.0
1562747580.0,43350.0
1562747640.0,44200.0
1562748120.0,43700.0
1562748420.0,43850.0
1562748780.0,41750.0
1562748840.0,44400.0
1562748960.0,44550.0
1562749200.0,33100.0
1562749620.0,43100.0
1562749740.0,44050.0
1562749860.0,45000.0
1562750280.0,44000.0
1562750640.0,43000.0
1562750760.0,44850.0
1562750880.0,44700.0
1562751420.0,43950.0
1562751540.0,42700.0
1562751780.0,43300.0
1562751900.0,44100.0
1562752080.0,44650.0
1562752260.0,43450.0
1562752500.0,44700.0
1562752680.0,43150.0
1562752800.0,44300.0
1562752920.0,43900.0
1562753340.0,43150.0
1562753580.0,42450.0
1562753820.0,43800.0
1562754060.0,44650.0
1562754180.0,43850.0
1562754300.0,43300.0
1562754660.0,42800.0
1562754840.0,44200.0
1562754960.0,43200.0
1562755080.0,43700.0
1562755260.0,43000.0
1562756100.0,43850.0
1562756220.0,44500.0
1562756640.0,44250.0
1562756820.0,44550.0
1562756940.0,43000.0
1562757240.0,43850.0
1562757420.0,44250.0
1562757540.0,41600.0
1562757900.0,44100.0
1562758200.0,26100.0
1562758260.0,42550.0
1562758800.0,42550.0
1562759640.0,43650.0
1562759820.0,43200.0
1562759880.0,44150.0
1562760600.0,43150.0
1562760840.0,43350.0
1562761020.0,44750.0
1562762100.0,44000.0
1562762400.0,42950.0
1562762700.0,43050.0
1562762820.0,43000.0
1562763060.0,43450.0
1562764020.0,26900.0
1562764620.0,44250.0
1562764740.0,43400.0
1562765220.0,42900.0
1562765400.0,41600.0
1562765580.0,43700.0
1562765700.0,43600.0
1562765820.0,44700.0
1562766360.0,43700.0
1562766600.0,45250.0
1562766780.0,44200.0
1562766900.0,44300.0
1562767320.0,42550.0
1562767560.0,44350.0
1562767800.0,43450.0
1562768160.0,44100.0
1562768280.0,43700.0
1562768400.0,44250.0
1562768520.0,41800.0
1562768640.0,43700.0
1562768880.0,44400.0
1562769360.0,43750.0
1562769840.0,42350.0
1562770140.0,43950.0
1562770380.0,42650.0
1562770620.0,42950.0
1562770680.0,43950.0
1562770920.0,43650.0
1562771220.0,43800.0
1562771640.0,44450.0
1562772300.0,43150.0
1562772420.0,43750.0
1562772540.0,43900.0
1562772600.0,43950.0
1562772900.0,43950.0
1562773020.0,43200.0
1562773200.0,43100.0
1562773560.0,44050.0
1562773680.0,42050.0
1562773860.0,43450.0
1562773980.0,42900.0
1562774220.0,42300.0
1562774940.0,43400.0
1562775180.0,44200.0
1562775480.0,43950.0
1562775660.0,44950.0
1562775780.0,43500.0
1562775960.0,43800.0
1562776140.0,43850.0
1562776320.0,43900.0
1562776560.0,43500.0
1562776860.0,44250.0
1562777340.0,43600.0
1562777940.0,42850.0
1562778060.0,34800.0
1562778300.0,43700.0
1562778420.0,42900.0
1562778660.0,38050.0
1562778960.0,44200.0
1562779320.0,44050.0
1565417520.0,43750.0
1565417820.0,43500.0
1565418180.0,44450.0
1565418240.0,44000.0
1565418540.0,38650.0
1565420640.0,44050.0
1565420760.0,44050.0
1565420880.0,44350.0
1565421300.0,44750.0
1565421480.0,44050.0
1565421840.0,44850.0
1565423160.0,43950.0
1565423520.0,42000.0
1565423640.0,43150.0
1565423940.0,43200.0
1565424900.0,36300.0
1565425560.0,42300.0
1565425800.0,41700.0
1565426160.0,43000.0
1565426400.0,43000.0
1565426700.0,43000.0
1565427120.0,43500.0
1565427300.0,42700.0
1565427480.0,41700.0
1565427660.0,43750.0
1565427780.0,43000.0
1565427900.0,44600.0
1565428440.0,43300.0
1565428740.0,44050.0
1565428860.0,44350.0
1565428920.0,44250.0
1565429100.0,43800.0
1565429220.0,44450.0
1565429460.0,43400.0
1565429760.0,42650.0
1565429940.0,44000.0
1565430060.0,44550.0
1565430180.0,44200.0
1565430300.0,43650.0
1565430540.0,43350.0
1565430780.0,42950.0
1565431200.0,44150.0
1565431320.0,43200.0
1565431440.0,43500.0
1565431620.0,44100.0
1565431980.0,44700.0
1565432160.0,43950.0
1565432400.0,44400.0
1565433060.0,44980.0
1565433180.0,43050.0
1565433300.0,43800.0
1565433540.0,2350.0
1565433840.0,41400.0
1565434020.0,42550.0
1565434200.0,44750.0
1565434320.0,42650.0
1565434440.0,42900.0
1565434500.0,43700.0
1565434620.0,41600.0
1565435040.0,43100.0
1565435160.0,42800.0
1565435280.0,43050.0
1565435400.0,44250.0
1565435520.0,43000.0
1565435580.0,44350.0
1565435940.0,42250.0
1565436060.0,30400.0
1565436180.0,43650.0
1565436780.0,44850.0
1565436960.0,44950.0
1565438100.0,44550.0
1565438340.0,43200.0
1565438760.0,42850.0
1565439180.0,42050.0
1565439720.0,42850.0
1565439840.0,44450.0
1565440860.0,44450.0
1565441280.0,43150.0
1565441760.0,44100.0
1565442060.0,43750.0
1565442240.0,43450.0
1565442360.0,43550.0
1565442660.0,44000.0
1565443020.0,39400.0
1565445420.0,44700.0
1565445900.0,44150.0
1565446080.0,42650.0
1565446200.0,43550.0
1565446260.0,44400.0
1565446380.0,43600.0
1565446620.0,43950.0
1565446680.0,43950.0
1565446920.0,43350.0
1565447160.0,44200.0
1565447340.0,43750.0
1565447520.0,46400.0
1565448300.0,43950.0
1565448480.0,41800.0
1565448600.0,44020.0
1565448600.0,43450.0
1565448780.0,44300.0
1565449020.0,43600.0
1565450100.0,43950.0
1565450280.0,42580.0
1565450280.0,43400.0
1565450400.0,43700.0
1565450640.0,44700.0
1565450880.0,44000.0
1565451120.0,43000.0
1565451360.0,44300.0
1565451540.0,44150.0
1565451840.0,43650.0
1565452260.0,39150.0
1565452560.0,43600.0
1565452740.0,44550.0
1565453040.0,43950.0
1565453400.0,44000.0
1565453700.0,43250.0
1565453940.0,43900.0
1565454300.0,42700.0
1565454420.0,44300.0
1565454720.0,44600.0
1565454900.0,44150.0
1565455080.0,43000.0
1565455260.0,44000.0
1565455680.0,44300.0
1565455800.0,43800.0
1565456460.0,44200.0
1565456580.0,44700.0
1565457120.0,43950.0
1565457300.0,43850.0
1565457540.0,43200.0
1565457780.0,43800.0
1565458020.0,44100.0
1568095980.0,44000.0
1568096820.0,44800.0
1568098020.0,44100.0
1568098560.0,43900.0
1568098920.0,43100.0
1568099940.0,43950.0
1568100720.0,42100.0
1568100960.0,19000.0
1568101080.0,26700.0
1568101260.0,43750.0
1568101680.0,42900.0
1568102040.0,42300.0
1568102640.0,43000.0
1568103360.0,44000.0
1568104500.0,43550.0
1568105040.0,43350.0
1568105340.0,42450.0
1568105460.0,43000.0
1568105880.0,41400.0
1568105940.0,43600.0
1568106120.0,43400.0
1568106300.0,43700.0
1568106420.0,43300.0
1568106480.0,42800.0
1568106720.0,42600.0
1568106840.0,43300.0
1568106960.0,43950.0
1568107140.0,43200.0
1568107260.0,40100.0
1568107380.0,43500.0
1568107620.0,42100.0
1568107920.0,44200.0
1568108160.0,44150.0
1568108280.0,43150.0
1568108400.0,42800.0
1568108520.0,43650.0
1568108640.0,31900.0
1568108760.0,43150.0
1568108880.0,44100.0
1568109120.0,43300.0
1568109240.0,43750.0
1568109360.0,43250.0
1568109480.0,29550.0
1568109660.0,38950.0
1568109840.0,41550.0
1568109960.0,44050.0
1568110140.0,41500.0
1568110380.0,43600.0
1568110440.0,43250.0
1568110620.0,42850.0
1568110860.0,40700.0
1568111100.0,43300.0
1568111400.0,43150.0
1568111580.0,43350.0
1568111880.0,42950.0
1568112180.0,42450.0
1568112240.0,44200.0
1568112480.0,43950.0
1568112720.0,19550.0
1568113020.0,43950.0
1568113140.0,44150.0
1568113440.0,44100.0
1568113800.0,43750.0
1568114940.0,43200.0
1568115180.0,43450.0
1568115360.0,43450.0
1568115480.0,43000.0
1568115720.0,35300.0
1568115900.0,42900.0
1568116740.0,44750.0
1568117460.0,44850.0
1568117580.0,44300.0
1568118240.0,42650.0
1568118600.0,42750.0
1568118780.0,44150.0
1568118960.0,44700.0
1568119500.0,43800.0
1568119920.0,44000.0
1568120400.0,44050.0
1568121180.0,42800.0
1568121360.0,38750.0
1568121720.0,44600.0
1568122080.0,42350.0
1568122860.0,44500.0
1568123220.0,43000.0
1568123580.0,43700.0
1568123700.0,43250.0
1568123820.0,13700.0
1568124000.0,43050.0
1568124300.0,42900.0
1568124480.0,43800.0
1568125380.0,43700.0
1568125440.0,43300.0
1568125620.0,43650.0
1568125800.0,43800.0
1568126400.0,44200.0
1568126640.0,43850.0
1568126820.0,27300.0
1568127000.0,42250.0
1568127120.0,43250.0
1568127360.0,42900.0
1568127660.0,44450.0
1568128380.0,42700.0
1568128620.0,43400.0
1568129040.0,44750.0
1568129160.0,43700.0
1568129340.0,42600.0
1568129520.0,42900.0
1568129700.0,43500.0
1568129820.0,43850.0
1568130060.0,42850.0
1568130180.0,13350.0
1568130480.0,43750.0
1568130780.0,44550.0
1568131080.0,44250.0
1568131260.0,43450.0
1568131320.0,43350.0
1568131500.0,42300.0
1568131740.0,43100.0
1568131920.0,43600.0
1568132040.0,43700.0
1568132220.0,43800.0
1568132400.0,43460.0
1568132520.0,44350.0
1568132640.0,44080.0
1568132880.0,43000.0
1568133600.0,43500.0
1568133840.0,44150.0
1568134200.0,43050.0
1568134740.0,42860.0
1569478140.0,42800.0
1569478620.0,43600.0
1569478740.0,44150.0
1569479340.0,44300.0
1569479460.0,43450.0
1569479700.0,42250.0
1569480840.0,43400.0
1569481500.0,41450.0
1569481800.0,44950.0
1569482040.0,42850.0
1569483720.0,44700.0
1569484080.0,43950.0
1569484320.0,44000.0
1569484620.0,43550.0
1569485100.0,44100.0
1569485160.0,43100.0
1569485580.0,43750.0
1569485820.0,44450.0
1569486060.0,42400.0
1569487020.0,43150.0
1569487200.0,43550.0
1569487560.0,43150.0
1569487680.0,44150.0
1569487800.0,44000.0
1569487860.0,30950.0
1569488040.0,44250.0
1569488460.0,37500.0
1569488820.0,44250.0
1569489180.0,43750.0
1569489360.0,42950.0
1569489600.0,44350.0
1569490140.0,44250.0
1569490260.0,44000.0
1569490380.0,44250.0
1569490560.0,43700.0
1569490800.0,43150.0
1569490980.0,44650.0
1569491220.0,43650.0
1569491460.0,43450.0
1569491700.0,44050.0
1569491820.0,43850.0
1569492120.0,43250.0
1569492420.0,39650.0
1569492600.0,43950.0
1569492720.0,44450.0
1569492960.0,44200.0
1569493080.0,44100.0
1569493560.0,43750.0
1569494220.0,31750.0
1569494760.0,25400.0
1569494940.0,43600.0
1569496020.0,27050.0
1569496560.0,44150.0
1569496740.0,44250.0
1569497520.0,44000.0
1569497760.0,43750.0
1569498480.0,43950.0
1569499080.0,43600.0
1569499620.0,43550.0
1569499860.0,44300.0
1569500100.0,44450.0
1569501720.0,43950.0
1569502080.0,42600.0
1569502800.0,32250.0
1569503280.0,44500.0
1569503460.0,43450.0
1569503580.0,44950.0
1569503820.0,43400.0
1569504000.0,43300.0
1569504240.0,43600.0
1569504360.0,44400.0
1569504600.0,43350.0
1569504720.0,44600.0
1569504840.0,44250.0
1569505500.0,39050.0
1569505860.0,43000.0
1569506220.0,44200.0
1569506400.0,44450.0
1569506640.0,38650.0
1569506940.0,43350.0
1569507120.0,32500.0
1569507960.0,44000.0
1569508380.0,44000.0
1569508500.0,44950.0
1569509040.0,44450.0
1569509280.0,44400.0
1569509400.0,32049.999999999996
1569509520.0,31800.0
1569509640.0,43400.0
1569509760.0,44450.0
1569509880.0,43100.0
1569510000.0,43400.0
1569510300.0,47000.0
1569510420.0,43600.0
1569510660.0,43900.0
1569510840.0,44350.0
1569511200.0,43250.0
1569511560.0,43400.0
1569511740.0,32049.999999999996
1569511860.0,43750.0
1569512160.0,42900.0
1569512340.0,43600.0
1569512460.0,25800.0
1569512640.0,44050.0
1569513060.0,39150.0
1569513420.0,43700.0
1569513660.0,42750.0
1569514200.0,43750.0
1569514680.0,43650.0
1569514860.0,43700.0
1569515040.0,31950.0
1569515220.0,43400.0
1569515400.0,38850.0
1569516000.0,44450.0
1569516180.0,44600.0
1569516780.0,42850.0
1569517140.0,42450.0
1569518340.0,43950.0
1569564480.0,43100.0
1569564900.0,44050.0
1569565800.0,44250.0
1569566520.0,44150.0
1569566700.0,44300.0
1569567120.0,44950.0
1569567300.0,43000.0
1569567420.0,43350.0
1569567540.0,44000.0
1569568020.0,43700.0
1569568140.0,37100.0
1569568920.0,43100.0
1569569160.0,41800.0
1569569460.0,43350.0
1569569640.0,43400.0
1569570000.0,44150.0
1569570300.0,42450.0
1569570480.0,43800.0
1569570540.0,31550.0
1569570720.0,42500.0
1569570780.0,44000.0
1569571440.0,44800.0
1569571560.0,38300.0
1569571980.0,43650.0
1569572280.0,43200.0
1569572400.0,43900.0
1569572700.0,40900.0
1569572700.0,43050.0
1569573000.0,43000.0
1569573300.0,44100.0
1569573540.0,43450.0
1569573900.0,44700.0
1569574020.0,32100.0
1569574140.0,42100.0
1569574260.0,41800.0
1569574320.0,37000.0
1569574440.0,43600.0
1569574680.0,42650.0
1569574740.0,43900.0
1569574920.0,43600.0
1569574980.0,38550.0
1569575160.0,43900.0
1569575280.0,43400.0
1569575400.0,43250.0
1569575520.0,43650.0
1569575640.0,43050.0
1569575880.0,44300.0
1569576000.0,44550.0
1569576120.0,44450.0
1569576240.0,43500.0
1569576420.0,43000.0
1569576660.0,44600.0
1569576720.0,42050.0
1569576900.0,43950.0
1569577080.0,44650.0
1569577260.0,44600.0
1569577440.0,43700.0
1569577560.0,43750.0
1569577680.0,44350.0
1569577800.0,25850.0
1569577860.0,42650.0
1569577980.0,43800.0
1569578100.0,25400.0
1569578400.0,44800.0
1569578520.0,44150.0
1569578580.0,4600.0
1569578760.0,43050.0
1569578820.0,43900.0
1569579060.0,43800.0
1569579240.0,41300.0
1569579420.0,43250.0
1569579600.0,44450.0
1569579720.0,43200.0
1569579900.0,44850.0
1569579960.0,42400.0
1569580080.0,37950.0
1569580200.0,42500.0
1569580320.0,42550.0
1569580620.0,42250.0
1569580740.0,43850.0
1569580920.0,44450.0
1569581100.0,44750.0
1569581520.0,42650.0
1569582660.0,43500.0
1569582960.0,44300.0
1569583080.0,43050.0
1569583140.0,31300.0
1569583860.0,36650.0
1569584040.0,42950.0
1569584280.0,43750.0
1569584640.0,43000.0
1569584760.0,44550.0
1569585240.0,43700.0
1569585420.0,43000.0
1569585960.0,43750.0
1569586140.0,44400.0
1569586320.0,44950.0
1569586440.0,44200.0
1569586920.0,43100.0
1569587940.0,44000.0
1569588360.0,44550.0
